document_id,title,forename,surname,pubyear,gender,genre
149,Letters and memorials of Jane Welsh Carlyle, Jane Welsh,Carlyle,1883-01-01,f,letters and diaries
149,Letters and memorials of Jane Welsh Carlyle, James Anthony,Froude,1883-01-01,m,biography and autobiography
149,Letters and memorials of Jane Welsh Carlyle, Jane Welsh,Carlyle,1883-01-01,f,biography and autobiography
150,Reminiscences, James Anthony,Froude,1881-01-01,m,non-fiction
150,Reminiscences, Thomas,Carlyle,1881-01-01,m,non-fiction
150,Reminiscences, James Anthony,Froude,1881-01-01,m,biography and autobiography
150,Reminiscences, Thomas,Carlyle,1881-01-01,m,biography and autobiography
150,Reminiscences, James Anthony,Froude,1881-01-01,m,letters and diaries
150,Reminiscences, Thomas,Carlyle,1881-01-01,m,letters and diaries
151,"Autobiography of the Rev. Dr. Alexander Carlyle, Minister of Inveresk", John Hill,Burton,1860-01-01,m,non-fiction
151,"Autobiography of the Rev. Dr. Alexander Carlyle, Minister of Inveresk", Alexander,Carlyle,1860-01-01,m,non-fiction
151,"Autobiography of the Rev. Dr. Alexander Carlyle, Minister of Inveresk", John Hill,Burton,1860-01-01,m,biography and autobiography
151,"Autobiography of the Rev. Dr. Alexander Carlyle, Minister of Inveresk", Alexander,Carlyle,1860-01-01,m,biography and autobiography
152,American Four-in-Hand in Britain, Andrew,Carnegie,1883-01-01,m,non-fiction
152,American Four-in-Hand in Britain, Andrew,Carnegie,1883-01-01,m,travel
152,American Four-in-Hand in Britain, Andrew,Carnegie,1883-01-01,m,humour and satire
154,From Irish Castles to French Châteaux, Norma Bright,Carson,01/01/1910,f,non-fiction
154,From Irish Castles to French Châteaux, Norma Bright,Carson,01/01/1910,f,travel
155,The Camomile; An Invention, Catherine MacFarlane,Carswell,01/01/1922,f,fiction
155,The Camomile; An Invention, Catherine MacFarlane,Carswell,01/01/1922,f,historical fiction
156,Open the Door, Catherine MacFarlane,Carswell,01/01/1920,f,fiction
156,Open the Door, Catherine MacFarlane,Carswell,01/01/1920,f,romance
157,A selection from the correspondence of the late Thomas Chalmers, Thomas,Chalmers,1855-01-01,m,non-fiction
157,A selection from the correspondence of the late Thomas Chalmers, Thomas,Chalmers,1855-01-01,m,letters and diaries
158,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,non-fiction
158,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,biography and autobiography
159,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,fiction
159,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,history
159,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,essays and journals
160,A physician's vacation, Walter,Channing,1856-01-01,m,non-fiction
160,A physician's vacation, Walter,Channing,1856-01-01,m,travel
160,A physician's vacation, Walter,Channing,1856-01-01,m,essays and journals
162,"The life of Joseph Hodges Choate, vol. 2", Joseph Hodges,Choate,01/01/1920,m,non-fiction
162,"The life of Joseph Hodges Choate, vol. 2", Joseph Hodges,Choate,01/01/1920,m,letters and diaries
162,"The life of Joseph Hodges Choate, vol. 2", Joseph Hodges,Choate,01/01/1920,m,biography and autobiography
163,Letters and remains of Arthur Hugh Clough, Arthur Hugh,Clough,1865-01-01,m,non-fiction
163,Letters and remains of Arthur Hugh Clough, Arthur Hugh,Clough,1865-01-01,m,biography and autobiography
163,Letters and remains of Arthur Hugh Clough, Arthur Hugh,Clough,1865-01-01,m,letters and diaries
164,Memorials of his time, Henry,Cockburn,1856-01-01,m,non-fiction
164,Memorials of his time, Henry,Cockburn,1856-01-01,m,biography and autobiography
165,Four years in Great Britain, Calvin,Colton,1836-01-01,m,non-fiction
165,Four years in Great Britain, Calvin,Colton,1836-01-01,m,travel
166,The life and correspondence of Andrew Combe, George,Combe,1850-01-01,m,non-fiction
166,The life and correspondence of Andrew Combe, George,Combe,1850-01-01,m,biography and autobiography
166,The life and correspondence of Andrew Combe, George,Combe,1850-01-01,m,letters and diaries
167,Philadelphians abroad, William James,Conlen,01/01/1908,m,non-fiction
167,Philadelphians abroad, William James,Conlen,01/01/1908,m,travel
168,Corporal Cameron of the North West mounted police, Ralph,Connor,01/01/1912,m,fiction
168,Corporal Cameron of the North West mounted police, Ralph,Connor,01/01/1912,m,adventure
168,Corporal Cameron of the North West mounted police, Ralph,Connor,01/01/1912,m,crime and mystery
169,With the tourist tide, Arthur Bledsoe,Cooke,01/01/1907,m,non-fiction
169,With the tourist tide, Arthur Bledsoe,Cooke,01/01/1907,m,travel
170,"Correspondence of James Fenimore-Cooper, vol. 1", James Fenimore,Cooper,01/01/1922,m,non-fiction
170,"Correspondence of James Fenimore-Cooper, vol. 1", James Fenimore,Cooper,01/01/1922,m,non-fiction
170,"Correspondence of James Fenimore-Cooper, vol. 1", James Fenimore,Cooper,01/01/1922,m,letters and diaries
170,"Correspondence of James Fenimore-Cooper, vol. 1", James Fenimore,Cooper,01/01/1922,m,letters and diaries
170,"Correspondence of James Fenimore-Cooper, vol. 1", James Fenimore,Cooper,01/01/1922,m,biography and autobiography
170,"Correspondence of James Fenimore-Cooper, vol. 1", James Fenimore,Cooper,01/01/1922,m,biography and autobiography
171,An editor's retrospect, Charles Alfred,Cooper,1896-01-01,m,non-fiction
171,An editor's retrospect, Charles Alfred,Cooper,1896-01-01,m,biography and autobiography
171,An editor's retrospect, Charles Alfred,Cooper,1896-01-01,m,essays and journals
172,The silent watchers, Bennet,Copplestone,01/01/1918,m,fiction
172,The silent watchers, Bennet,Copplestone,01/01/1918,m,war fiction
173,"A Noble Life, vol. 2", Dinah Maria Mulock,Craik,1866-01-01,f,fiction
173,"A Noble Life, vol. 2", Dinah Maria Mulock,Craik,1866-01-01,f,historical fiction
173,"A Noble Life, vol. 2", Dinah Maria Mulock,Craik,1866-01-01,f,romance
174,The men of the moss-hags, Samuel Rutherford,Crockett,1895-01-01,m,fiction
174,The men of the moss-hags, Samuel Rutherford,Crockett,1895-01-01,m,historical fiction
174,The men of the moss-hags, Samuel Rutherford,Crockett,1895-01-01,m,myths and legends
175,Fishers of men, Samuel Rutherford,Crockett,01/01/1906,m,fiction
175,Fishers of men, Samuel Rutherford,Crockett,01/01/1906,m,adventure
175,Fishers of men, Samuel Rutherford,Crockett,01/01/1906,m,romance
176,Strong Mac, Samuel Rutherford,Crockett,01/01/1904,m,fiction
176,Strong Mac, Samuel Rutherford,Crockett,01/01/1904,m,crime and mystery
177,May Margaret, Samuel Rutherford,Crockett,01/01/1905,m,fiction
177,May Margaret, Samuel Rutherford,Crockett,01/01/1905,m,romance
178,The standard bearer, Samuel Rutherford,Crockett,1898-01-01,m,fiction
178,The standard bearer, Samuel Rutherford,Crockett,1898-01-01,m,historical fiction
179,Red cap adventures, Samuel Rutherford,Crockett,01/01/1908,m,fiction
179,Red cap adventures, Samuel Rutherford,Crockett,01/01/1908,m,children's fiction
179,Red cap adventures, Samuel Rutherford,Crockett,01/01/1908,m,short stories
180,"Oliver Cromwell's letters and speeches, vol. 1", Thomas,Carlyle,1845-01-01,m,non-fiction
180,"Oliver Cromwell's letters and speeches, vol. 1", Oliver,Cromwell,1845-01-01,m,non-fiction
180,"Oliver Cromwell's letters and speeches, vol. 1", Thomas,Carlyle,1845-01-01,m,letters and diaries
180,"Oliver Cromwell's letters and speeches, vol. 1", Oliver,Cromwell,1845-01-01,m,letters and diaries
180,"Oliver Cromwell's letters and speeches, vol. 1", Thomas,Carlyle,1845-01-01,m,history
180,"Oliver Cromwell's letters and speeches, vol. 1", Oliver,Cromwell,1845-01-01,m,history
181,Domestic Details, William,Turnbull,1843-01-01,m,non-fiction
181,Domestic Details, David,Hume,1843-01-01,m,non-fiction
181,Domestic Details, William,Turnbull,1843-01-01,m,biography and autobiography
181,Domestic Details, David,Hume,1843-01-01,m,biography and autobiography
182,"North of the Tweed, vol. 3", Daniel,Crowberry,1867-01-01,m,fiction
182,"North of the Tweed, vol. 3", Daniel,Crowberry,1867-01-01,m,adventure
182,"North of the Tweed, vol. 3", Daniel,Crowberry,1867-01-01,m,historical fiction
183,Europe through a woman's eye, William H. (intro.),Wynn,1883-01-01,m,non-fiction
183,Europe through a woman's eye, Lucy Yeend,Culler,1883-01-01,f,non-fiction
183,Europe through a woman's eye, William H. (intro.),Wynn,1883-01-01,m,travel
183,Europe through a woman's eye, Lucy Yeend,Culler,1883-01-01,f,travel
183,Europe through a woman's eye, William H. (intro.),Wynn,1883-01-01,m,history
183,Europe through a woman's eye, Lucy Yeend,Culler,1883-01-01,f,history
187,"Benedict's wanderings in Ireland, Scotland, Italy, & Sicily", Edward Walter,Dawson,1873-01-01,m,non-fiction
187,"Benedict's wanderings in Ireland, Scotland, Italy, & Sicily", Edward Walter,Dawson,1873-01-01,m,travel
190,My first visit to Europe, Andrew,Dickinson,1851-01-01,m,non-fiction
190,My first visit to Europe, Andrew,Dickinson,1851-01-01,m,travel
190,My first visit to Europe, Andrew,Dickinson,1851-01-01,m,biography and autobiography
191,Letters of Monsignor George Hobart Doane, George Hobart,Doane,01/01/1905,m,non-fiction
191,Letters of Monsignor George Hobart Doane, George Hobart,Doane,01/01/1905,m,letters and diaries
192,"Diary, sketches, and reviews", Robert,Dodge,1850-01-01,m,non-fiction
192,"Diary, sketches, and reviews", Robert,Dodge,1850-01-01,m,letters and diaries
192,"Diary, sketches, and reviews", Robert,Dodge,1850-01-01,m,travel
193,Later letters of Marcus Dods, Marcus,Dods,01/01/1911,m,non-fiction
193,Later letters of Marcus Dods, Marcus,Dods,01/01/1911,m,non-fiction
193,Later letters of Marcus Dods, Marcus,Dods,01/01/1911,m,letters and diaries
193,Later letters of Marcus Dods, Marcus,Dods,01/01/1911,m,letters and diaries
194,Sunny days abroad, Catherine Cornelia Joy,Dyer,1873-01-01,f,non-fiction
194,Sunny days abroad, Catherine Cornelia Joy,Dyer,1873-01-01,f,travel
195,"Marriage, vol. 1", Susan,Ferrier,1818-01-01,f,fiction
195,"Marriage, vol. 1", Susan,Ferrier,1818-01-01,f,romance
196,Yesterdays with authors, James Thomas,Fields,1872-01-01,m,non-fiction
196,Yesterdays with authors, James Thomas,Fields,1872-01-01,m,essays and journals
196,Yesterdays with authors, James Thomas,Fields,1872-01-01,m,biography and autobiography
197,Autobiography of Mrs. Fletcher., Eliza Dawson,Fletcher,1874-01-01,f,non-fiction
197,Autobiography of Mrs. Fletcher., Eliza Dawson,Fletcher,1874-01-01,f,biography and autobiography
198,A woman's first impressions of Europe, Elizabeth A.,Forbes,1865-01-01,f,non-fiction
198,A woman's first impressions of Europe, Elizabeth A.,Forbes,1865-01-01,f,travel
199,A Californian Circling the Globe, Henry,Fuller,01/01/1904,m,non-fiction
199,A Californian Circling the Globe, Henry,Fuller,01/01/1904,m,travel
201,Ten days abroad, Henry Starkey,Fuller,01/01/1901,m,non-fiction
201,Ten days abroad, Henry Starkey,Fuller,01/01/1901,m,travel
202,Flying Visits, Harry,Furniss,1892-01-01,m,non-fiction
202,Flying Visits, Harry,Furniss,1892-01-01,m,essays and journals
203,"Ringan Gilhaize: or, The Covenanters, vol. 2", John,Galt,1823-01-01,m,fiction
203,"Ringan Gilhaize: or, The Covenanters, vol. 2", John,Galt,1823-01-01,m,historical fiction
204,"Ringan Gilhaize: or, The Covenanters, vol. 1", John,Galt,1823-01-01,m,fiction
204,"Ringan Gilhaize: or, The Covenanters, vol. 1", John,Galt,1823-01-01,m,historical fiction
205,"Ringan Gilhaize: or, The Covenanters, vol. 3", John,Galt,1823-01-01,m,fiction
205,"Ringan Gilhaize: or, The Covenanters, vol. 3", John,Galt,1823-01-01,m,historical fiction
206,The history of a man, George,Gilfillan,1856-01-01,m,non-fiction
206,The history of a man, George,Gilfillan,1856-01-01,m,biography and autobiography
207,"Allan Breck, vol. 2", George Robert,Gleig,1834-01-01,m,fiction
207,"Allan Breck, vol. 2", George Robert,Gleig,1834-01-01,m,adventure
207,"Allan Breck, vol. 2", George Robert,Gleig,1834-01-01,m,historical fiction
208,A poor American in Ireland and Scotland, Windy,Bill,01/01/1913,m,non-fiction
209,Christopher North: a memoir of John Wilson, Mary Wilson,Gordon,1862-01-01,f,non-fiction
209,Christopher North: a memoir of John Wilson, Mary Wilson,Gordon,1862-01-01,f,biography and autobiography
210,"The Fortunes of the Falconars, vol. 2", Mary Wilson,Gordon,1844-01-01,f,fiction
210,"The Fortunes of the Falconars, vol. 2", Mary Wilson,Gordon,1844-01-01,f,sagas
210,"The Fortunes of the Falconars, vol. 2", Mary Wilson,Gordon,1844-01-01,f,romance
211,"Annie Jennings, vol. 1", Leslie,Gore,1870-01-01,f,fiction
211,"Annie Jennings, vol. 1", Leslie,Gore,1870-01-01,f,sagas
211,"Annie Jennings, vol. 1", Leslie,Gore,1870-01-01,f,romance
212,"Annie Jennings, vol. 2", Leslie,Gore,1870-01-01,f,fiction
212,"Annie Jennings, vol. 2", Leslie,Gore,1870-01-01,f,sagas
212,"Annie Jennings, vol. 2", Leslie,Gore,1870-01-01,f,romance
213,Autobiography and personal recollections of John B. Gough, John Bartholomew,Gough,1869-01-01,m,non-fiction
213,Autobiography and personal recollections of John B. Gough, John Bartholomew,Gough,1869-01-01,m,biography and autobiography
214,"Old diaries, 1881-1901", Ronald Sutherland,Gower,01/01/1902,m,non-fiction
214,"Old diaries, 1881-1901", Ronald Sutherland,Gower,01/01/1902,m,letters and diaries
214,"Old diaries, 1881-1901", Ronald Sutherland,Gower,01/01/1902,m,essays and journals
215,Mystifications, John,Brown,1865-01-01,m,non-fiction
215,Mystifications, Clementina Stirling,Graham,1865-01-01,f,non-fiction
215,Mystifications, John,Brown,1865-01-01,m,humour and satire
215,Mystifications, Clementina Stirling,Graham,1865-01-01,f,humour and satire
216,A private in the guards, Stephen,Graham,01/01/1919,m,fiction
216,A private in the guards, Stephen,Graham,01/01/1919,m,war fiction
217,The Scottish cavalier, James,Grant,1850-01-01,m,fiction
217,The Scottish cavalier, James,Grant,1850-01-01,m,historical fiction
217,The Scottish cavalier, James,Grant,1850-01-01,m,war fiction
218,"The Master of Aberfeldie, vol. 2", James,Grant,1884-01-01,m,fiction
218,"The Master of Aberfeldie, vol. 2", James,Grant,1884-01-01,m,historical fiction
218,"The Master of Aberfeldie, vol. 2", James,Grant,1884-01-01,m,war fiction
219,"The White Cockade, vol. 2", James,Grant,1867-01-01,m,fiction
219,"The White Cockade, vol. 2", James,Grant,1867-01-01,m,myths and legends
219,"The White Cockade, vol. 2", James,Grant,1867-01-01,m,crime and mystery
220,"Colville of the Guards, vol. 1", James,Grant,1885-01-01,m,fiction
220,"Colville of the Guards, vol. 1", James,Grant,1885-01-01,m,historical fiction
220,"Colville of the Guards, vol. 1", James,Grant,1885-01-01,m,adventure
221,The Captain of the Guard, James,Grant,1862-01-01,m,fiction
221,The Captain of the Guard, James,Grant,1862-01-01,m,historical fiction
221,The Captain of the Guard, James,Grant,1862-01-01,m,adventure
222,"The King's Own Borderers, vol. 1", James,Grant,1865-01-01,m,fiction
222,"The King's Own Borderers, vol. 1", James,Grant,1865-01-01,m,historical fiction
222,"The King's Own Borderers, vol. 1", James,Grant,1865-01-01,m,war fiction
223,"Letters of Asa Gray, vol. 1", Jane Loring,Gray,1893-01-01,f,non-fiction
223,"Letters of Asa Gray, vol. 1", Asa,Gray,1893-01-01,m,non-fiction
223,"Letters of Asa Gray, vol. 1", Jane Loring,Gray,1893-01-01,f,letters and diaries
223,"Letters of Asa Gray, vol. 1", Asa,Gray,1893-01-01,m,letters and diaries
223,"Letters of Asa Gray, vol. 1", Jane Loring,Gray,1893-01-01,f,biography and autobiography
223,"Letters of Asa Gray, vol. 1", Asa,Gray,1893-01-01,m,biography and autobiography
224,Letters of Thomas Gray, Thomas,Gray,1820-01-01,m,non-fiction
224,Letters of Thomas Gray, Thomas,Gray,1820-01-01,m,letters and diaries
224,Letters of Thomas Gray, Thomas,Gray,1820-01-01,m,biography and autobiography
225,Glances at Europe, Horace,Greeley,1851-01-01,m,non-fiction
225,Glances at Europe, Horace,Greeley,1851-01-01,m,travel
226,"A Year in Europe, vol. 2", John,Griscom,1823-01-01,m,non-fiction
226,"A Year in Europe, vol. 2", John,Griscom,1823-01-01,m,travel
226,"A Year in Europe, vol. 2", John,Griscom,1823-01-01,m,essays and journals
228,Retrospect of a long life from 1815 to 1883, Samuel Carter,Hall,1883-01-01,m,non-fiction
228,Retrospect of a long life from 1815 to 1883, Samuel Carter,Hall,1883-01-01,m,biography and autobiography
228,Retrospect of a long life from 1815 to 1883, Samuel Carter,Hall,1883-01-01,m,essays and journals
229,Schloss Hainfeld, Basil,Hall,1836-01-01,m,non-fiction
229,Schloss Hainfeld, Basil,Hall,1836-01-01,m,travel
229,Schloss Hainfeld, Basil,Hall,1836-01-01,m,essays and journals
230,"Memoirs of the life and writings of Thomas Chalmers, vol. 2", William,Hanna,1850-01-01,m,non-fiction
230,"Memoirs of the life and writings of Thomas Chalmers, vol. 2", William,Hanna,1850-01-01,m,letters and diaries
230,"Memoirs of the life and writings of Thomas Chalmers, vol. 2", William,Hanna,1850-01-01,m,biography and autobiography
231,"Memoirs of the life and writings of Thomas Chalmers, vol. 4", William,Hanna,1852-01-01,m,non-fiction
231,"Memoirs of the life and writings of Thomas Chalmers, vol. 4", William,Hanna,1852-01-01,m,letters and diaries
231,"Memoirs of the life and writings of Thomas Chalmers, vol. 4", William,Hanna,1852-01-01,m,biography and autobiography
232,Miss Esperance and Mr. Wycherly, Lizzie Allen,Harker,01/01/1908,f,fiction
232,Miss Esperance and Mr. Wycherly, Lizzie Allen,Harker,01/01/1908,f,children's fiction
233,Children of the dear Cotswolds, Lizzie Allen,Harker,01/01/1918,f,fiction
233,Children of the dear Cotswolds, Lizzie Allen,Harker,01/01/1918,f,children's fiction
234,Dreams and memories, George McLean,Harper,01/01/1922,m,fiction
234,Dreams and memories, George McLean,Harper,01/01/1922,m,children's fiction
234,Dreams and memories, George McLean,Harper,01/01/1922,m,short stories
235,The pilgrim's wallet, Gilbert,Haven,1866-01-01,m,non-fiction
235,The pilgrim's wallet, Gilbert,Haven,1866-01-01,m,travel
238,The right stuff, Ian,Hay,01/01/1908,m,fiction
238,The right stuff, Ian,Hay,01/01/1908,m,humour and satire
238,The right stuff, Ian,Hay,01/01/1908,m,romance
239,"Memoirs of William Hazlitt, vol. 2", William Carew,Hazlitt,1867-01-01,m,non-fiction
239,"Memoirs of William Hazlitt, vol. 2", William Carew,Hazlitt,1867-01-01,m,letters and diaries
239,"Memoirs of William Hazlitt, vol. 2", William Carew,Hazlitt,1867-01-01,m,biography and autobiography
240,Liber amoris, William Carew,Hazlitt,1823-01-01,m,fiction
240,Liber amoris, William Carew,Hazlitt,1823-01-01,m,romance
241,A new path across an old field, Henry Clay,Holloway,1886-01-01,m,non-fiction
241,A new path across an old field, Henry Clay,Holloway,1886-01-01,m,travel
242,Our hundred days in Europe, Oliver Wendall,Holmes,1887-01-01,m,non-fiction
242,Our hundred days in Europe, Oliver Wendall,Holmes,1887-01-01,m,travel
243,Burton Holmes travelogues, Burton,Holmes,01/01/1922,m,non-fiction
243,Burton Holmes travelogues, Burton,Holmes,01/01/1922,m,travel
244,"Memoirs and correspondence of Francis Horner, vol. 1", Leonard,Horner,1843-01-01,m,non-fiction
244,"Memoirs and correspondence of Francis Horner, vol. 1", Francis,Horner,1843-01-01,m,non-fiction
244,"Memoirs and correspondence of Francis Horner, vol. 1", Leonard,Horner,1843-01-01,m,letters and diaries
244,"Memoirs and correspondence of Francis Horner, vol. 1", Francis,Horner,1843-01-01,m,letters and diaries
244,"Memoirs and correspondence of Francis Horner, vol. 1", Leonard,Horner,1843-01-01,m,biography and autobiography
244,"Memoirs and correspondence of Francis Horner, vol. 1", Francis,Horner,1843-01-01,m,biography and autobiography
245,Around the clock in Europe, Charles Fish,Howell,01/01/1912,m,non-fiction
245,Around the clock in Europe, Charles Fish,Howell,01/01/1912,m,travel
246,Glances on the wing at foreign lands, James M.,Hoyt,1872-01-01,m,non-fiction
246,Glances on the wing at foreign lands, James M.,Hoyt,1872-01-01,m,travel
247,A university tramp, Orrin Z.,Hubbell,1889-01-01,m,non-fiction
247,A university tramp, Orrin Z.,Hubbell,1889-01-01,m,letters and diaries
247,A university tramp, Orrin Z.,Hubbell,1889-01-01,m,travel
248,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,non-fiction
248,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,history
248,Literary landmarks of Edinburgh, Laurence,Hutton,1891-01-01,m,essays and journals
249,Twelve thousand miles over land and sea, William,Hutton,1878-01-01,m,non-fiction
249,Twelve thousand miles over land and sea, William,Hutton,1878-01-01,m,travel
250,The charm of Edinburgh, Alfred Henry,Hyatt,01/01/1908,m,non-fiction
250,The charm of Edinburgh, Alfred Henry,Hyatt,01/01/1908,m,history
250,The charm of Edinburgh, Alfred Henry,Hyatt,01/01/1908,m,short stories
251,Life of Jane Welsh Carlyle, Annie Elizabeth Nicholson,Ireland,1891-01-01,f,non-fiction
251,Life of Jane Welsh Carlyle, Annie Elizabeth Nicholson,Ireland,1891-01-01,f,biography and autobiography
252,Abbotsford and Newstead Abbey, Washington,Irving,1835-01-01,m,non-fiction
252,Abbotsford and Newstead Abbey, Washington,Irving,1835-01-01,m,biography and autobiography
252,Abbotsford and Newstead Abbey, Washington,Irving,1835-01-01,m,travel
253,Rambles with an American, Christian,Tearle,01/01/1910,m,non-fiction
253,Rambles with an American, Christian,Tearle,01/01/1910,m,travel
254,"Sketches in lavender, blue, and green", Jerome K.,Jerome,1897-01-01,m,fiction
254,"Sketches in lavender, blue, and green", Jerome K.,Jerome,1897-01-01,m,short stories
255,Glimpses of Europe, Jesse,Johnson,01/01/1906,m,non-fiction
255,Glimpses of Europe, Jesse,Johnson,01/01/1906,m,travel
256,Autobiographical reminiscences of David Johnston, David,Johnston,1885-01-01,m,non-fiction
256,Autobiographical reminiscences of David Johnston, David,Johnston,1885-01-01,m,biography and autobiography
257,Two gray tourists, Richard Malcolm,Johnston,1885-01-01,m,non-fiction
257,Two gray tourists, Richard Malcolm,Johnston,1885-01-01,m,travel
258,"Elizabeth de Bruce, vol. 3", Christian Isobel,Johnstone,1827-01-01,f,fiction
258,"Elizabeth de Bruce, vol. 3", Christian Isobel,Johnstone,1827-01-01,f,classic fiction
258,"Elizabeth de Bruce, vol. 3", Christian Isobel,Johnstone,1827-01-01,f,historical fiction
259,"The Edinburgh Tales, vol. 3", Christian Isobel,Johnstone,1846-01-01,f,fiction
259,"The Edinburgh Tales, vol. 3", Christian Isobel,Johnstone,1846-01-01,f,short stories
259,"The Edinburgh Tales, vol. 3", Christian Isobel,Johnstone,1846-01-01,f,classic fiction
260,"Elizabeth de Bruce, vol. 1", Christian Isobel,Johnstone,1827-01-01,f,fiction
260,"Elizabeth de Bruce, vol. 1", Christian Isobel,Johnstone,1827-01-01,f,classic fiction
260,"Elizabeth de Bruce, vol. 1", Christian Isobel,Johnstone,1827-01-01,f,historical fiction
261,"The Edinburgh Tales, vol. 2", Christian Isobel,Johnstone,1846-01-01,f,fiction
261,"The Edinburgh Tales, vol. 2", Christian Isobel,Johnstone,1846-01-01,f,short stories
261,"The Edinburgh Tales, vol. 2", Christian Isobel,Johnstone,1846-01-01,f,classic fiction
262,"Elizabeth de Bruce, vol. 2", Christian Isobel,Johnstone,1827-01-01,f,fiction
262,"Elizabeth de Bruce, vol. 2", Christian Isobel,Johnstone,1827-01-01,f,classic fiction
262,"Elizabeth de Bruce, vol. 2", Christian Isobel,Johnstone,1827-01-01,f,historical fiction
263,"The Edinburgh Tales, vol. 1", Christian Isobel,Johnstone,1845-01-01,f,fiction
263,"The Edinburgh Tales, vol. 1", Christian Isobel,Johnstone,1845-01-01,f,short stories
263,"The Edinburgh Tales, vol. 1", Christian Isobel,Johnstone,1845-01-01,f,classic fiction
264,Sketches of travel, Horatio,King,1878-01-01,m,non-fiction
264,Sketches of travel, Horatio,King,1878-01-01,m,travel
265,"Memoirs of Sir William Knighton, vol. 1", Lady,Knighton,1838-01-01,f,non-fiction
265,"Memoirs of Sir William Knighton, vol. 1", Knighton,Lady,1838-01-01,f,non-fiction
265,"Memoirs of Sir William Knighton, vol. 1", William,Knighton,1838-01-01,m,non-fiction
265,"Memoirs of Sir William Knighton, vol. 1", Lady,Knighton,1838-01-01,f,biography and autobiography
265,"Memoirs of Sir William Knighton, vol. 1", Knighton,Lady,1838-01-01,f,biography and autobiography
265,"Memoirs of Sir William Knighton, vol. 1", William,Knighton,1838-01-01,m,biography and autobiography
266,The undertow, Robert Edward,Knowles,01/01/1906,m,fiction
266,The undertow, Robert Edward,Knowles,01/01/1906,m,romance
266,The undertow, Robert Edward,Knowles,01/01/1906,m,humour and satire
267,"The works of John Knox, vol. 2", David,Laing,1848-01-01,m,non-fiction
267,"The works of John Knox, vol. 2", John,Knox,1848-01-01,m,non-fiction
267,"The works of John Knox, vol. 2", David,Laing,1848-01-01,m,history
267,"The works of John Knox, vol. 2", John,Knox,1848-01-01,m,history
269,Romances of the old town of Edinburgh, Alexander,Leighton,1867-01-01,m,fiction
269,Romances of the old town of Edinburgh, Alexander,Leighton,1867-01-01,m,short stories
269,Romances of the old town of Edinburgh, Alexander,Leighton,1867-01-01,m,myths and legends
270,"Memoirs of Charles Lee Lewes, vol. 4", Charles Lees,Lewes,1805-01-01,m,non-fiction
270,"Memoirs of Charles Lee Lewes, vol. 4", Charles Lees,Lewes,1805-01-01,m,biography and autobiography
271,"Memoirs of Charles Lee Lewes, vol. 3", Charles Lees,Lewes,1805-01-01,m,non-fiction
271,"Memoirs of Charles Lee Lewes, vol. 3", Charles Lees,Lewes,1805-01-01,m,biography and autobiography
272,Travels in land beyond the sea, Charles Dorrance,Linskill,1888-01-01,m,non-fiction
272,Travels in land beyond the sea, Charles Dorrance,Linskill,1888-01-01,m,travel
273,Witch Stories, Eliza Lynn,Linton,1861-01-01,f,fiction
273,Witch Stories, Eliza Lynn,Linton,1861-01-01,f,myths and legends
273,Witch Stories, Eliza Lynn,Linton,1861-01-01,f,horror and ghost stories
274,Bonnie Scotland, Grace,Greenwood,1861-01-01,f,non-fiction
274,Bonnie Scotland, Grace,Greenwood,1861-01-01,f,history
274,Bonnie Scotland, Grace,Greenwood,1861-01-01,f,travel
275,Tweed and Don, James,Locke,1860-01-01,m,non-fiction
275,Tweed and Don, James,Locke,1860-01-01,m,travel
275,Tweed and Don, James,Locke,1860-01-01,m,essays and journals
276,"Peter's letters to his kinsfolk, vol. 2", John Gibson,Lockhart,1819-01-01,m,fiction
276,"Peter's letters to his kinsfolk, vol. 2", John Gibson,Lockhart,1819-01-01,m,letters and diaries
276,"Peter's letters to his kinsfolk, vol. 2", John Gibson,Lockhart,1819-01-01,m,humour and satire
277,"Memoirs of the life of Sir Walter Scott, vol. 7-9", John Gibson,Lockhart,1837-01-01,m,non-fiction
277,"Memoirs of the life of Sir Walter Scott, vol. 7-9", John Gibson,Lockhart,1837-01-01,m,biography and autobiography
278,"Peter's letters to his kinsfolk, vol. 1", John Gibson,Lockhart,1819-01-01,m,fiction
278,"Peter's letters to his kinsfolk, vol. 1", John Gibson,Lockhart,1819-01-01,m,letters and diaries
278,"Peter's letters to his kinsfolk, vol. 1", John Gibson,Lockhart,1819-01-01,m,humour and satire
279,"Memoirs of the life of Sir Walter Scott, vol. 4-6", John Gibson,Lockhart,1837-01-01,m,non-fiction
279,"Memoirs of the life of Sir Walter Scott, vol. 4-6", John Gibson,Lockhart,1837-01-01,m,biography and autobiography
280,"Peter's letters to his kinsfolk, vol. 3", John Gibson,Lockhart,1819-01-01,m,fiction
280,"Peter's letters to his kinsfolk, vol. 3", John Gibson,Lockhart,1819-01-01,m,letters and diaries
280,"Peter's letters to his kinsfolk, vol. 3", John Gibson,Lockhart,1819-01-01,m,humour and satire
